Timestamp,Ethylene,Ethane,Hydrogen,Nitrogen,Argon
2020/01/01 00:00,3.0083766913240044,26.835736901923635,0.0,0.0,0.0
2020/01/01 06:00,3.012275216752686,26.963791743023663,0.0,0.0,0.0
2020/01/02 00:00,2.5859307421966626,29.63235683217451,0.0,0.0,0.0
2020/01/02 06:00,2.976170360360673,29.182702913192585,0.0,0.0,0.0
2020/01/03 00:00,2.9015044671498775,27.76208137215623,0.0,0.0,0.0
2020/01/03 06:00,2.8742949926764916,28.536589046016438,0.0,0.0,0.0
2020/01/04 00:00,3.081113015026554,26.623481933288918,0.0,0.0,0.0
2020/01/04 06:00,3.0493417580423072,27.193173419119653,0.0,0.0,0.0
2020/01/05 00:00,2.7407147694593808,24.97274533812106,0.0,0.0,0.0
2020/01/05 06:00,2.8869971386603592,29.430553417644276,0.0,0.0,0.0
2020/01/06 00:00,2.915016783777628,26.17109933083152,0.0,0.0,0.0
2020/01/06 06:00,2.9643963478862525,26.11379706805293,0.0,0.0,0.0
2020/01/07 00:00,2.8012284010033595,24.825791865236067,0.0,0.0,0.0
2020/01/07 06:00,2.807390775489889,27.751932941626002,0.0,0.0,0.0
2020/01/08 00:00,2.663511819022428,24.83562108538397,0.0,0.0,0.0
2020/01/08 06:00,2.698683941212971,29.69750257153948,0.0,0.0,0.0
2020/01/09 00:00,2.584873957628598,26.734676897460158,0.0,0.0,0.0
2020/01/09 06:00,2.6921801617148047,28.973112942314643,0.0,0.0,0.0
2020/01/10 00:00,3.0510497369024923,29.105783314167994,0.0,0.0,0.0
2020/01/10 06:00,2.7201007797415997,27.989192493015736,0.0,0.0,0.0
2020/01/11 00:00,2.6801400104281092,24.797729646331995,0.0,0.0,0.0
2020/01/11 06:00,2.858660634906572,28.304258131795923,0.0,0.0,0.0
2020/01/12 00:00,3.0121363263490206,28.10951481140192,0.0,0.0,0.0
2020/01/12 06:00,2.87885868279136,24.554236531984383,0.0,0.0,0.0
2020/01/13 00:00,2.7358116660958856,24.46065833657916,0.0,0.0,0.0
2020/01/13 06:00,3.058238037656938,25.230859887639536,0.0,0.0,0.0
2020/01/14 00:00,2.9887658768910303,25.705164750217982,0.0,0.0,0.0
