Timestamp,Ethylene,Ethane,Hydrogen,Nitrogen,Argon
2020/01/01 00:00,0.0,18.43021957215924,1.6485145456265224,0.0,0.0
2020/01/01 06:00,0.0,20.696017125230195,1.7875448681969333,0.0,0.0
2020/01/02 00:00,0.0,24.896288034286005,2.106430898666903,0.0,0.0
2020/01/02 06:00,0.0,25.673623710593724,2.1772843238809685,0.0,0.0
2020/01/03 00:00,0.0,25.719675457514995,2.290541078307114,0.0,0.0
2020/01/03 06:00,0.0,25.331844075544286,2.2956529810906443,0.0,0.0
2020/01/04 00:00,0.0,19.055680491997467,2.347591350172455,0.0,0.0
2020/01/04 06:00,0.0,17.850750568351653,2.164183928940757,0.0,0.0
2020/01/05 00:00,0.0,15.757536961288157,1.330857625584026,0.0,0.0
2020/01/05 06:00,0.0,17.199151087374325,1.330526315878866,0.0,0.0
2020/01/06 00:00,0.007952601425523514,24.947907834498025,1.6510488229868416,0.0,0.0
2020/01/06 06:00,0.009526013803729106,25.952316802991497,1.5942524904690947,0.0,0.0
2020/01/07 00:00,0.013547844959780243,27.612165790203576,1.3392765655270875,0.0,0.0
2020/01/07 06:00,0.013262895161886288,26.394787759448924,1.432454652810621,0.0,0.0
2020/01/08 00:00,0.007106156185736318,17.68272716880722,2.0934989826742036,0.0,0.0
2020/01/08 06:00,0.0051340630893267625,15.916103836297921,2.2219474243054314,0.0,0.0
2020/01/09 00:00,0.0,17.026992843615062,2.211634361134358,0.0,0.0
2020/01/09 06:00,0.0,17.982976107333577,2.1933274636938975,0.0,0.0
2020/01/10 00:00,0.0,26.809076950905364,1.9812025552339358,0.0,0.0
2020/01/10 06:00,0.00012416478098857333,28.6923155467399,1.8807352785414073,0.0,0.0
2020/01/11 00:00,0.0,27.925839718196997,1.3568189723926025,0.0,0.0
2020/01/11 06:00,0.0,27.360312572583283,1.2693625562374393,0.0,0.0
2020/01/12 00:00,0.0,25.025915415091045,1.1305002563704465,0.0,0.0
2020/01/12 06:00,0.0,25.10766600943906,1.135827941290591,0.0,0.0
2020/01/13 00:00,0.0,26.354817341177267,1.2792853002362778,0.0,0.0
2020/01/13 06:00,0.0,27.17183617483757,1.371043258548143,0.0,0.0
2020/01/14 00:00,3.063191513299039e-5,31.364058539445825,1.7862586246903467,0.0,0.0
